,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,,
,,TET1,PHC1,MBD3,SNAI2,FOXD1,FOSB,CD44,GABRB3,SOX2,ZNF281,SP1,LEFTY1,SET,CBX7,UTF1,CDH2 (NCAD),HNF4A,TGFBR2,DUSP10,ESRRB,MYC,ZFP42 (REX1),TRIM28,CD48,CDKN1A,JMJD3,RNF2,LATS2,T,FGF2,LCK,KLF5,KLF4,NACC1,FBXO15,CD4,DNMT3L,EZH2,EED,SMARCC2,MyoD1,NODAL,CDH1,DPPA4,LEFTY2,RIF1,ETV5,CD3D,DNMT3B,KDM5A,JARID2,LOX,Sox1,Wnt3,Gata6,DPPA2,SALL1,NR0B1(DAX1),TCF3,PTPN6,USP16,SETD1A,HDAC2,LUM,SOX13,SMAD4,SEMA6A,GAL,SALL4,REST,HESX1,CCR7,PRDM14,JMJD2B,COL3A1,GREM1,TCL1A,DVL2,APOE,LRRN1,STAT3,OTX2,CCND1,STEMCCA-P2A,TET2,KAT7 (Myst),TDGF1,Eomes,MASP1,KDR,GDF3,NANOG,ZIC3,LIN28A,POU5F1,GAPDH,,
146,D7 SSEA4+ Tra1-60+  14,26.1049765581299,26.0342217421062,999,999,21.0256057072861,999,21.7213984189539,999,999,23.6600051246551,25.9824804909365,999,22.0821695490452,999,23.2309699601424,21.8260339626065,999,999,26.7898455533328,999,22.6511532731253,999,24.0112641456,999,21.4037003559257,999,24.975270222214,999,999,25.926293033824,999,26.4581378851325,22.7305436134899,23.0145646848102,999,999,999,999,999,23.1322329286359,999,999,999,999,999,23.1446858303348,999,999,24.1668649773968,26.1018745337372,24.3963448253656,999,999,999,27.2014947807329,999,22.5282258062674,999,999,999,24.4802859596128,23.5062442279662,23.8731910343956,999,999,999,999,23.739222015284,24.644914023097,999,999,999,999,999,22.8516711636152,999,999,26.4211234682366,999,999,23.9850199164068,999,22.5991618200429,17.1951089521776,999,22.576833291016,26.9648949678837,999,999,999,999,24.1796671943147,999,999,23.9773500536259,17.3392351674182,,
147,D7 SSEA4+ Tra1-60+  22,999,999,999,999,22.8369449463875,999,23.7874324511474,999,999,999,23.5339874592673,999,21.9567649406167,999,24.8114690985478,22.8377896488816,999,999,999,999,24.2035235091651,999,24.0337899287596,999,24.9274546617568,999,24.4869791935546,26.0511362967739,999,999,999,24.580698441511,999,23.1442038130477,999,999,999,999,999,24.2544626673408,999,999,24.8983863975385,999,23.1898136218426,999,999,999,22.8869063323258,999,21.4653271920113,999,999,999,999,999,26.0832705707559,999,27.0327862937552,999,25.6335167822659,23.5060313848159,24.1277677653255,999,26.9891179092577,24.344149002393,23.0228694016028,26.7702298643392,22.9905941931268,999,999,999,999,999,999,999,999,24.2021826140589,999,999,24.1765793579444,999,22.0006962242591,18.0024424882477,999,23.8773298862836,22.1660581338797,999,999,25.1919289125396,999,999,999,999,22.7316730117144,17.2384203593975,,
148,D11 SSEA4+ Tra1-60+  5,999,999,999,999,999,999,999,999,999,26.8427357199187,23.8765382552658,999,23.1100112446628,999,24.7553585398467,24.9256651874698,999,25.9766416711975,999,999,24.6324679249977,999,22.433867069173,999,25.6252782917528,25.4317151046958,25.3168582095784,26.1798553046456,999,999,999,25.5959132655709,23.387666947889,24.346726446443,999,999,999,999,999,24.8789817778908,999,999,999,999,26.0167948688166,24.4140542113686,999,999,24.1595730527761,25.8209858561765,23.5580014237662,999,999,999,999,999,26.2317752674325,999,999,25.5354373547558,24.0418242423548,26.0403930549979,24.7373955537222,999,24.3185805647098,24.5474973974788,20.8528542588398,999,25.5038865294967,999,999,999,999,999,23.9726693194521,999,999,25.9200886614637,25.7710664236639,999,22.9983491583408,999,22.5969961981827,18.1847953227242,999,26.1144990702785,23.4195481769952,999,999,999,25.698016835259,23.4437673293326,999,999,22.6124926031294,18.1601478116213,,
149,D11 SSEA4+ Tra1-60+  13,22.47322709278,22.6936751609753,999,999,999,999,999,999,23.3904421606204,25.7037533571415,26.952130610253,25.7901768023515,21.0474404304213,999,23.3912831720999,22.6692703366184,999,999,999,999,23.9577911872961,999,21.9488967712875,999,999,999,24.2161830638957,999,999,27.4192264735038,999,999,24.4379936577565,23.5027678157588,999,999,23.9327198446833,999,999,24.3965233953893,999,999,21.3927264089076,999,19.870685844464,23.1509042851984,999,999,21.0261418126859,23.744412197051,22.7993307823213,999,999,999,999,999,999,999,999,999,23.139025304409,23.9293975131573,23.9595969170087,999,25.8454051630853,25.7648817816805,21.3183870543814,24.8767528126836,21.2752359021715,999,999,999,21.7194348112363,999,24.3355761659249,999,999,24.1348776514842,22.8703812672453,999,22.9083770501521,999,22.4474011358622,17.481251176609,25.8172802971583,26.0820004930613,21.0900948192133,999,999,999,20.421054649955,23.21848021422,999,24.7166563333101,17.9347155676656,18.2213763836801,,
150,D11 SSEA4+ Tra1-60+  21,999,27.6002417309253,999,999,999,999,23.3534574987822,999,999,26.7589034610992,26.5476157798988,999,23.4230115292119,999,23.326324873346,22.0251753912914,999,999,999,999,24.389405617301,24.4798841771838,21.9826482751747,999,25.0642133704591,999,24.4660156385785,999,999,25.7918377918606,999,999,999,22.7403188488242,999,999,999,999,999,24.6556954234959,999,999,22.4409126851848,999,23.7848542697858,22.9993159855458,999,999,22.4118329490991,25.7301763281075,24.4963587040061,999,999,999,999,999,999,999,999,999,22.453030161048,23.8929008177068,25.0931770242207,999,24.0275001656023,25.5832412707696,20.6492339608758,23.5639673145897,22.7449308684045,999,999,999,22.6207996437737,999,26.7526726274766,999,999,24.3217582868953,24.3373150090513,999,23.6241522041866,999,22.5807201826236,17.7779753881411,999,25.8212957053243,22.322208675188,999,999,999,23.9049462773081,999,999,24.6510004938083,18.7360734461859,18.4206734203195,,
151,D14 SSEA4+ Tra1-60+  5,999,27.4302192518622,999,999,999,999,23.6797838772706,999,999,24.7279414952903,23.8689980543403,26.8370630966055,21.6208798308813,999,21.8176664572216,23.1734499614267,999,26.469663203351,999,999,23.5736135984484,27.9657293931502,20.696391380513,999,999,999,21.5347410387013,25.3730320706315,999,25.6480090736243,999,999,23.5188691008843,22.8742607283553,999,999,24.7910568411062,999,27.256563170785,25.3544442722533,999,999,24.7504361725877,999,23.013712672761,23.4982738278645,999,999,21.467277187981,24.4732216133239,22.3774014501427,999,999,999,999,999,24.4175491843715,999,25.8125785592148,999,24.3467806649807,24.3869852503546,23.2601497513985,999,24.1417263664702,24.5522293737087,21.8131572455387,22.5581292238576,23.2044941098576,999,999,999,22.7884076788182,999,999,999,999,999,23.4007022131488,999,22.4081512130612,999,23.5042578067128,17.3254823080482,999,23.2460089261022,20.2502616825171,999,999,999,22.652413907724,21.2958978832753,25.8964703337096,21.2978131244342,18.9100744784252,18.1368031475942,,
152,D14 SSEA4+ Tra1-60+  15,999,999,999,999,999,999,23.0684914497,999,20.9031037394078,24.9325832198181,24.4519219332265,25.2929801301824,21.8233966165942,999,23.8336039284326,23.2269222155326,999,999,999,999,25.4970538915909,999,22.9755570585323,999,26.1807548068506,999,25.0893436842162,999,999,999,25.2383447932634,999,22.2203632907862,24.90473655535,999,999,999,999,999,23.653801308468,999,25.5195556039581,21.0948488550472,999,19.3487321339566,24.3692935630677,999,999,25.196083021791,24.609580745949,21.5377517208663,999,999,999,999,999,26.7872857112554,999,999,999,23.950240418606,23.9656659955705,24.1359399018715,999,26.0292318396003,25.65443482518,22.8174274432888,24.8125361395285,22.5667849267835,999,999,999,22.6208557311099,999,26.6256813678147,999,999,999,23.644429650985,23.5493515715714,999,999,23.5493565382599,18.3089165477465,999,24.7930002110787,22.1985598868103,999,999,999,21.3145651953842,21.9623702701953,999,999,17.9694680347165,18.5288687212363,,
153,D14 SSEA4+ Tra1-60+  24,23.2009841726969,24.8721083961583,999,999,24.8580123151132,999,25.2810268961822,999,24.8502583422904,25.0618455060787,25.4004249843855,24.6866160898793,22.6453119326374,999,23.8258160368801,999,27.4608091697463,999,999,999,24.7673260449235,999,22.4218746941539,999,21.8477987319999,999,23.3824109118404,25.4384270145591,999,26.9387394383949,999,27.992191115405,999,23.261815471683,999,999,999,999,999,23.6241109044251,999,999,22.3896668341944,999,19.6519381811107,25.4354206406126,999,999,23.9947997464743,23.2314010297273,23.7032659646029,999,999,999,999,999,999,999,999,999,23.530046971001,25.4191161693851,23.8669970390642,26.4208755235494,27.5720874343646,999,20.7914907928353,28.3740183686388,23.8307611329382,999,999,999,25.22220904362,999,24.0525501865022,999,999,25.8999616397504,24.1678093321262,999,999,999,25.7363670419432,18.4558705872384,999,24.187219017352,23.4347164199161,999,999,25.294046650446,21.4974366800559,22.4548611848579,999,999,18.7542754362381,18.5337807501027,,
154,D21 SSEA4+ Tra1-60+  8,21.6541844026886,19.9726141312829,999,999,999,999,999,23.1356938739833,18.2715932442758,23.5503200629052,23.7392698311519,27.885912061424,20.6378577089973,999,23.9601619691624,24.9900984330504,999,999,999,999,24.5622779493422,22.1165851471125,21.605552560817,999,999,999,24.0402295350064,999,999,24.5662760530964,25.0825965641027,999,999,22.4039743980832,999,999,999,999,999,22.6254433108825,999,25.0239885818283,20.785787379617,999,25.1754502204122,22.2663288401402,999,999,18.2935808609532,999,18.9696046436051,26.111513301546,999,999,999,25.1559494718668,23.8941770900264,999,999,999,25.5499463315632,25.4841208566491,23.0202031983005,999,24.6356598360755,999,19.4019807845542,24.2554577735564,21.1078952262598,999,30.1604489503838,999,22.6279664868376,999,999,999,999,23.5237199051887,21.3454670715417,24.4977757766903,23.5757667209421,999,21.7021533207597,19.0513209869251,999,22.321105606217,21.471339569673,999,999,22.6986237913111,19.6714789949066,20.8878051339401,25.8865179780632,21.272239417497,16.4336564519057,17.3837776339777,,
155,D21 SSEA4+ Tra1-60+  17,21.3729426466166,21.8015226331667,999,999,999,999,999,22.4076164606293,22.5988289167681,24.9355549233279,25.2953554581981,999,22.3553489159874,999,22.6750359527625,999,999,999,999,999,24.7898100206899,22.0352880001036,21.3041442495346,999,999,999,25.2675734207384,26.3547660404063,999,25.2925881870886,27.9018399128434,999,23.6361330827538,23.5504757180571,999,999,21.039066862184,999,26.3955871740082,22.8059683436128,999,999,20.8419525887258,999,999,22.87130591098,999,999,20.1887313215535,24.8768392473716,20.4380384071535,999,999,999,999,25.4712117236009,26.176207377604,999,27.9285515042175,26.1329033337271,24.4421558405457,23.8538920811146,23.6577428543926,999,23.9550278944373,25.6471851955785,20.2120203424385,23.3519176339867,22.9951324653457,999,999,999,21.8132930507645,999,999,999,999,22.9875187614067,20.2858911653083,999,23.7888580887992,999,23.7832930605783,18.6349642426875,999,24.7582515821874,21.286422987367,999,999,25.2621778573569,21.4060156916818,20.4425552441696,27.493509798456,21.6966896637039,17.4887621475447,18.3124154107965,,
156,D21 SSEA4+ Tra1-60+  25,999,25.4526886282637,999,999,999,999,25.5235817608764,999,24.8645429096122,23.2559991929809,999,999,24.9053764252078,999,23.0759624417507,23.8533436608938,999,999,999,999,999,999,22.4960898487912,999,23.9951743561817,999,999,23.7437614570261,999,23.7044950523913,999,999,999,999,999,999,25.0323660784826,999,999,26.6558072500954,999,26.2750811384552,21.5931586349955,999,25.9797685172113,25.729118921838,999,999,24.3921123947637,26.2432431628498,999,999,999,999,999,999,999,999,999,999,999,999,24.6705425537058,999,999,999,22.547801491026,24.0962542310392,24.4430470508074,999,999,999,22.8345164345812,999,999,999,999,999,20.4806102833857,999,999,999,999,19.3775927111857,999,24.6582486967508,23.3866992959558,999,999,26.4183753202165,25.231986018989,22.66905453392,999,22.3221709872794,999,18.8979179100598,,
157,D7 SSEA4+ Tra1-60+  7,23.6429491854336,999,999,999,23.2306419305706,999,23.6795516181866,999,999,999,24.9473788170724,27.8894513580602,21.002446471851,999,25.0785551833221,22.8811741146841,999,999,999,999,24.4027203566735,999,21.9460509798808,999,24.1317263052084,23.5946575056668,25.2688246101371,999,999,999,999,24.9294126076332,22.205798423605,23.7867203212629,999,999,999,999,999,24.5876401687906,999,999,22.7460717282595,999,22.449573929386,24.5930275641469,999,999,999,25.7215322789537,22.6090642507712,999,999,999,999,999,26.8318960874122,999,999,999,23.6068729771237,23.419856605003,23.9417229529333,999,999,23.5855546293029,21.5567249283435,25.953259907631,23.4765007322127,999,999,999,24.8698938788538,999,22.0401387192054,999,999,23.1931218182058,999,999,22.641524166955,999,23.9916635756197,17.2287412947131,23.5288074932419,24.6935779996543,21.7931552036092,999,999,999,999,22.7509369251267,999,999,21.2738606181659,17.1649751407948,,
158,D7 SSEA4+ Tra1-60+  15,999,999,999,999,999,999,22.6970041428248,999,999,26.2302635683473,23.3309297713703,25.1744956251198,21.8861522961457,999,23.7667507790428,22.2470187617168,999,999,999,999,24.3367388526688,25.8270842735683,23.1438505097713,999,23.3927178809204,999,27.6249006155593,999,999,25.4570727946913,999,999,22.959970648008,21.938196241505,999,999,999,999,999,23.3756893170202,999,999,20.4820150848886,999,21.6372494657487,24.4765887999736,999,999,25.0171990680575,24.7246168374139,24.5054176113031,999,999,999,999,999,24.4022801219089,999,999,999,22.735510343788,23.6015383972736,23.847571888121,999,25.7121292437373,25.4731731255181,25.5042199266196,24.9656885451721,22.5749808725587,999,999,999,999,999,25.6303316776889,999,999,24.2575858124921,999,999,24.6839302128648,999,22.4158345177148,16.9082520989353,23.966076725892,22.4362848170382,21.8778518022522,999,999,999,25.6705634971993,23.7885673676065,999,999,21.3526331718848,17.3087848003287,,
159,D7 SSEA4+ Tra1-60+  23,999,999,999,999,999,999,25.4099046676275,999,24.9114091635954,999,25.5850462881452,999,22.488545933401,999,26.184052878178,21.9270496912335,999,999,999,999,24.3852886726378,999,22.4135770272004,999,23.4274080535502,25.5240665204414,24.1226077739784,999,999,27.9515465429846,999,23.7888213649958,23.497439028493,24.6990936898421,999,999,999,999,999,23.6536596300359,999,999,999,999,25.06373653716,23.0074050049526,27.4977215059835,999,999,999,22.3789016367981,999,999,999,999,999,23.0794119171042,999,28.1363811553833,999,22.5665536801912,23.0586360608178,23.4194012140651,999,999,25.4377572032934,25.4369818942986,25.8795384289299,24.4992034400891,999,999,999,999,999,22.4920237360061,999,999,24.2041034689447,999,999,23.2558005010773,999,24.1007618685906,17.4292871275698,26.1554235035291,23.3862295250169,24.1553130337039,999,999,999,999,999,999,999,25.0576783223292,17.678139546353,,
160,D11 SSEA4+ Tra1-60+  6,23.3576731894298,999,999,999,999,999,23.3650035460191,999,23.6732669205531,24.2721736603881,22.9729127364939,999,21.6959984304741,999,22.646774216234,21.1166266421228,999,999,999,999,23.9312958094168,999,21.8542969114205,999,22.1570935816471,999,23.2532771800259,23.8294352464945,999,24.6864492579106,24.9533713345035,25.5708314702328,999,24.1730793542535,999,999,23.3232777095249,999,26.4285006398039,22.2180013882265,999,24.8811731446559,21.4617087692233,999,999,22.4747511401354,999,999,21.693723552486,22.9725424877106,24.9695826036068,999,999,999,999,999,24.7129304137662,999,999,999,22.9289728464109,25.3557245945098,24.3618545014456,999,25.8931978154929,23.7204250163464,20.8631370794209,999,23.7999979793654,999,28.5230516050277,999,22.6459488486951,999,23.6954070831137,999,999,23.5224691045387,22.977454375524,999,22.3976142214928,999,24.8299648641773,16.612918137259,999,22.8131575447432,21.6838768486945,999,999,999,23.7912391545314,22.2303551903381,999,24.1931211061987,18.8561420781352,17.4105893018335,,
161,D11 SSEA4+ Tra1-60+  14,999,23.1214303058609,999,999,23.8624240091426,999,22.515450211915,999,999,23.6249194993581,24.9170662272081,999,22.1291206952115,999,24.8520968767872,24.4003879255826,25.6917974624371,24.2495019241214,999,999,999,999,23.2940390638917,999,24.0704959771324,25.569990925304,25.1490144503394,999,999,999,999,999,22.7041059742195,23.5208010126844,999,999,999,999,999,23.9514315230176,999,25.6750389416967,22.2937760468922,999,18.9958714783051,25.971773572836,24.9563352170492,999,23.3509230755751,999,21.0151613308812,999,999,999,27.4221101187849,999,22.6946289060018,999,999,999,23.9334312165742,25.4812301854485,23.3725838315542,26.201939459312,24.26096908864,999,21.4939866213147,22.5967308622647,22.9827006069055,999,999,999,22.50983649172,999,23.8238351785498,999,999,25.5489950064529,22.8030334334343,999,23.5901094393582,999,21.085444086066,17.9982583463587,999,22.989424031148,21.7041847455415,999,999,22.6256051102861,19.9090964200879,21.4919701709735,999,999,17.9388196368569,17.6160010033075,,
162,D11 SSEA4+ Tra1-60+  22,23.8857641505131,21.7122924470599,999,999,24.0429010945397,999,999,999,999,25.2261567483725,23.6998461002243,999,21.9687902875429,999,24.9713537926681,999,999,999,999,999,25.6594010112008,999,22.0394970641856,999,26.5429569074299,999,25.1371271293762,24.9158155555537,999,999,999,999,999,22.6793429695646,999,999,999,999,999,24.4408011528024,999,999,25.0746283522269,999,999,25.4858361212002,25.6951380075029,999,23.396494082913,24.6854576085373,22.6537016043678,999,999,999,999,999,23.7944570061968,999,26.4069608354431,999,25.4813872267159,25.9103076410855,24.2706944729858,999,25.0429278407518,25.8994761258138,20.7970081672889,23.291941768717,21.5609451301335,999,999,999,25.9078924139853,999,24.2977027466006,999,999,999,25.9668739107198,999,22.5123888308038,999,20.6574935346017,18.217538997856,25.8526513889542,22.7393926449729,23.3834426246595,999,999,23.5982069139488,25.9255913118527,21.824331885888,999,999,23.4094851126137,18.2523541161152,,
163,D14 SSEA4+ Tra1-60+  6,999,999,999,999,999,999,24.2292608491635,999,24.8694696665608,24.4028046579286,24.2809714411794,999,22.4032175776588,999,23.3629578959232,23.4050303644302,999,999,999,999,26.7644050084985,999,23.2434374950914,999,25.6428073023388,999,999,26.2201128070141,999,27.6866244550319,999,26.2379350103972,999,25.9336337270028,999,999,999,999,999,25.0165027555913,999,999,999,999,999,24.7523273448729,24.7231710468618,999,24.2380541956178,25.6105535125376,23.0511108866335,999,999,999,999,999,24.3856643730459,999,999,999,999,22.6199894332383,26.1787272872741,999,25.408443509819,25.5466502357408,21.3253442515827,999,999,999,999,999,999,999,24.0164015081016,999,999,27.8284086969247,999,999,24.1318253136229,999,23.8449801661838,18.1273937060189,999,999,999,999,999,25.3431026381854,23.5245020300101,23.998256109979,999,999,21.3333872626744,17.9989987190781,,
164,D14 SSEA4+ Tra1-60+  16,999,23.7914993697162,999,999,999,999,999,999,24.8219509729862,25.6819984859389,24.3958070768325,26.9796019835048,22.0395433922836,999,22.2111087009598,24.5654331377016,999,999,999,999,999,23.8024770726018,22.3118664313364,999,24.8377816871611,999,23.1073815080341,26.1518557793242,999,26.6450055201123,999,999,25.2724796051582,23.9420493046008,999,999,24.8484964132873,999,26.1241942255748,24.9093443599373,999,26.0452901615251,21.3059760600154,999,20.9766032202394,23.7657903827816,999,999,21.9503914738597,25.8921111050941,21.511133021421,999,999,999,999,999,25.0550729180904,999,29.215465555626,999,22.3677280372372,25.566931387524,23.68378220204,999,26.9676373140436,25.9048436343358,23.4129599375359,27.5528433980564,22.323211903216,999,999,999,22.2166923161503,999,999,999,26.4170694817485,25.6823071406971,22.5074044914508,999,24.1164084771214,999,23.7083942634895,18.355544213042,24.9160399762724,24.0017187057373,21.7799861858018,999,999,26.400664862162,20.5319067238985,22.2712700468115,999,23.8026873330433,18.3416267989775,18.5449264094497,,
165,D14 SSEA4+ Tra1-60+  25,999,999,999,999,999,999,23.5820167914546,999,27.6087051485143,24.9668044053303,24.7085753469371,999,21.9398077667805,999,23.5096033555764,24.3521802584338,25.7027369008185,999,999,999,25.7536802937906,999,21.6969946287623,999,999,999,23.6853682725542,999,999,999,999,27.1530433606363,999,26.0785874829048,999,999,999,999,999,25.1180056018324,999,999,21.8829916582773,999,25.9333850898744,23.2873524688336,999,999,21.3728264330061,999,999,999,999,999,27.0710244255981,999,26.0647651412805,999,999,999,23.1899982710381,23.0923614253485,22.697168142145,999,25.8004431751844,999,20.0301092798827,999,24.7314907893575,999,999,999,999,999,23.7751288461085,999,999,25.7873697786837,25.0860797314617,999,999,999,21.9263405115581,17.6058411962197,999,24.6006110781548,22.2908768201538,999,999,26.7344548526055,23.3883218503272,23.5877727395049,28.935582096446,999,20.3788292105777,18.7357891357716,,
166,D21 SSEA4+ Tra1-60+  9,22.0405621731797,24.3326055348207,999,999,25.1691831824838,999,21.3338024599708,999,23.2136719955224,25.2655712384007,24.6064132657689,26.2189990572693,23.0457773685212,999,999,23.2166490177994,999,999,999,999,27.0278968099275,999,25.0645493402935,999,26.5550981504367,999,999,25.3050005075694,999,999,999,999,999,22.8446716077507,999,999,999,999,999,25.118551485862,999,999,24.9426514492489,999,18.6735205006966,25.0406967174889,999,999,999,24.2516370244566,21.878898100311,26.0523686436454,999,999,999,999,24.0888508633851,999,999,999,24.6785034917964,999,25.4959638399087,999,999,24.6623366843172,19.8611714178205,26.9938600254035,24.4477507229562,999,999,999,23.4104332114159,999,22.821199658284,999,999,25.0741191785185,24.3193475074505,999,22.6480323070564,999,24.1925919260817,18.301047943633,999,26.2479328184239,21.0678365192223,999,999,26.5627916705492,25.7489865949151,23.4227797937448,999,24.9348772291989,19.8201510271536,17.5491996925132,,
167,D21 SSEA4+ Tra1-60+  18,20.7899188355459,21.2208006596966,999,999,999,999,23.6501848140707,22.6673796404823,21.9230679282907,23.4888066201614,22.0176742228765,999,21.0830920639892,999,21.3344147166277,26.1842960677916,999,24.9812087293298,999,999,25.709709259212,24.796697719343,20.2421965578826,25.2270089915294,999,24.2589504743284,21.1358108189502,25.1690384830837,999,24.2234871735482,23.4639716087851,25.8122322428085,22.8294344228397,21.65427044192,999,999,22.6620160880091,999,999,22.5054250793653,999,24.0095752407655,20.3628918017684,999,25.0974128064655,21.5925573202737,27.489241628394,999,18.1354450850153,22.9083055899971,19.8210180438196,999,999,999,999,23.4990548415787,24.6396511990596,999,26.3970089926481,23.9632130124344,21.2614313745366,23.5278832243054,22.7615920543375,999,25.821402857275,999,20.868180489863,22.468412517576,21.370908219221,999,999,999,20.9511645848679,999,999,999,999,25.9041199261063,20.201556274826,24.4863489016279,21.6469177995638,999,21.5173118139821,18.3778473413271,999,22.4979083620518,19.7918373426758,999,999,25.1918746863187,20.0864680581431,20.5777881206192,24.6505158846431,21.4773676195205,17.2708866000934,16.9152455110845,,
168,D21 SSEA4+ Tra1-60+  27,23.5182815328097,21.9608722459594,999,999,999,999,999,23.0415581892184,20.2296795869901,23.8115861099817,25.3366940392854,999,23.5146857580915,999,23.8248987012049,25.7181523076388,999,999,999,999,999,25.5801105248383,24.0084075321054,999,999,999,23.4189118798978,999,999,24.664596510783,999,999,26.1276502605004,22.869841421726,999,999,999,999,999,25.1830702152174,999,999,23.1418105298524,999,999,25.6870420803909,999,999,19.4463989690409,26.0859177055811,21.978491641502,999,999,999,999,999,999,999,999,999,27.812707310926,24.7737993311424,25.8699167830166,999,999,25.7213311214049,21.6721808566517,25.0780692176833,25.969510734551,999,999,999,21.7154016065369,999,999,999,999,999,22.0152406875519,999,25.6273159760911,999,23.754860620735,20.8181347811614,999,999,25.3805188113462,999,999,999,999,23.589313339181,28.7324011720097,22.2190515410825,18.5140839745651,18.8419854725057,,
169,D7 SSEA4+ Tra1-60+  8,999,24.9726126504773,999,999,999,999,23.3784073231857,999,999,24.1748680496013,23.9086637875687,999,21.859821032387,999,999,21.8421354966095,999,999,999,999,999,999,23.412867965741,999,25.7992021179891,23.671643953694,24.1891102169747,999,999,999,999,26.6359647749195,25.3700025777175,23.9205720379904,999,999,999,999,999,22.7672005263872,999,999,23.416660559643,999,24.5012705708383,22.9377022156831,999,999,999,24.0810395678979,22.6869165320745,25.285312962951,999,999,999,999,24.6307428221973,999,999,999,23.5680629089867,24.5552886708993,24.0713523819411,999,23.5409592412166,999,22.9181781954948,999,23.9149268329033,999,999,999,999,999,22.1482742444278,999,999,26.2674530343292,999,999,21.9288384228673,999,24.8855465569611,17.2507034365501,25.975399783998,23.8262926205612,999,999,999,26.2674629480623,999,26.9357646190078,999,25.1293112692115,999,17.318144118975,,
170,D7 SSEA4+ Tra1-60+  16,999,999,999,999,999,999,22.6101725395744,999,999,25.9295303604944,24.35746379976,26.8549845589287,21.5797827634032,999,24.5298706743602,22.9179296273382,999,999,999,999,23.8832313353191,999,22.1540818458402,999,24.3159768534454,999,22.6906392496491,999,999,999,999,25.0621727953222,25.3016745499387,23.8581185221476,999,999,23.9739588312886,999,25.3328650717123,21.9988844033398,999,999,999,999,23.8000041871006,24.454440849105,999,999,999,25.8688270099993,22.4232062369864,999,999,999,999,999,22.7782394351416,999,999,999,21.9739842954932,22.1416228392848,24.1403643291052,999,24.4555804892085,999,21.8493976422219,999,24.4793854626316,999,999,999,999,999,23.6351485481457,999,999,24.9432667317346,999,999,24.8833995519465,999,24.0725899293968,17.0397251963531,26.2731749367625,23.8665414928987,21.190335363257,999,999,999,999,26.8046309324523,999,999,22.8247426118382,17.5894080258193,,
171,D7 SSEA4+ Tra1-60+  24,999,24.0095798096774,999,999,22.5973736613366,999,22.0815670291154,999,999,24.8542357589861,24.3759419091759,999,22.3142906302944,999,22.9449873381984,22.415086884422,999,999,999,999,24.7695380569486,999,21.2102219233435,999,26.659029660819,999,25.2228871695638,999,999,999,999,29.3651715225055,999,23.7339210355358,999,999,999,999,999,23.6262508344408,999,999,22.9949993103416,999,24.4678609883134,22.7245744824642,999,999,25.0816747158542,26.7550061775648,22.2513173769681,26.1107683545343,999,999,999,999,25.6840933705698,999,999,999,22.2194622844144,23.1826430890873,23.7737884767795,999,999,22.7173053830685,22.2701892997379,25.6069002707319,23.8271035960249,999,999,999,999,999,23.1130446401014,999,999,24.3505450155338,999,999,22.5307786678584,999,23.7118636123375,16.8675799620575,999,24.0928043587229,22.9324973292528,999,999,999,22.3075124616931,24.5652214818258,999,999,999,16.8599303464117,,
172,D11 SSEA4+ Tra1-60+  7,999,999,999,999,999,999,23.7813059585052,999,22.9824756080363,25.9441094344463,24.6510760359528,999,21.4384986589135,999,21.5996358161886,22.1062137022458,999,26.0299318878021,999,999,24.8751413478205,22.7425727693751,21.4720608753693,999,999,999,21.777387316274,999,999,26.995524249198,999,999,23.1345030856079,21.8882315684111,999,999,22.8326626666618,999,999,23.5458015434635,999,999,21.7904713351131,999,22.2374520745125,22.1844774651196,999,999,23.1353647462317,24.901019378878,22.8708725299846,999,999,999,999,999,999,999,999,999,22.1010157505561,23.3359363532431,22.1742699165116,999,25.6338870662168,21.8516552317884,21.3151574815538,999,21.9198343069389,999,999,999,22.7461502410426,999,26.0418171350848,999,999,23.8060569169361,25.1564261969453,999,22.4757115844195,999,21.5045653044641,17.0639443093809,23.3852886891622,23.526704359373,20.6592736675759,999,999,26.2965300503314,23.002298067221,23.1386799111983,999,999,18.7546946679154,17.771114969583,,
173,D11 SSEA4+ Tra1-60+  15,999,24.9784856497297,999,999,23.5827870351257,999,22.4909060030898,999,22.4722515466959,24.2238994486779,999,999,23.2524753756561,999,24.7860333806232,24.5473175385702,999,999,999,999,999,27.8427950392267,23.7196998386956,999,23.2570608908951,999,25.3550115788248,25.3925232964266,999,999,24.8630268901324,999,999,23.214632556997,999,999,999,999,26.6877626572201,27.2790706511722,999,999,22.6084113419773,999,999,999,25.390819834224,999,24.0948887137095,999,999,999,999,999,999,999,999,999,999,999,24.9397647545152,999,25.5299516178827,999,23.9771592546471,999,999,26.6288141080332,23.6889795563917,999,999,999,25.0442882875001,999,999,999,999,26.1217304850021,24.931816903723,999,23.1364698914122,999,21.1047630286239,18.4440769451518,999,999,22.5020081277228,999,999,24.5426154948807,999,23.2545089520801,999,999,22.7170457366367,18.6114140249154,,
